                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    389,               0.011691,              0.0095894,               0.014677,             0.00020849,                0.99729,                0.98958,                0.99264,                0.83478,                0.99729,                0.98958,                0.99139,                0.77233,               0.019993,               0.054998,                0.04076,             0.00022005,              0.0023176,              0.0023176,              0.0023176
                    390,               0.011471,              0.0094868,               0.013857,             0.00021775,                0.99722,                0.98958,                0.99438,                0.83689,                0.99722,                0.98958,                0.99139,                0.77758,               0.020444,               0.054239,               0.042984,             0.00022283,              0.0022978,              0.0022978,              0.0022978
                    391,               0.011614,              0.0093395,               0.014898,             0.00022312,                0.99694,                0.98958,                 0.9946,                0.83069,                0.99694,                0.98958,                0.99135,                0.77875,               0.020665,               0.053903,               0.045284,              0.0002299,               0.002278,               0.002278,               0.002278
                    392,               0.011276,              0.0093798,               0.013757,              0.0002306,                0.99676,                0.98958,                 0.9946,                0.83398,                0.99676,                0.98958,                0.99137,                 0.7795,               0.020729,               0.053997,               0.048008,             0.00023472,              0.0022582,              0.0022582,              0.0022582
                    393,               0.011659,               0.010011,               0.014629,             0.00024158,                0.99743,                0.98958,                0.99465,                0.83275,                0.99743,                0.98958,                0.99145,                0.77891,               0.021018,               0.054358,               0.050354,             0.00024936,              0.0022384,              0.0022384,              0.0022384
                    394,               0.011745,              0.0099837,               0.015214,             0.00024228,                0.99765,                0.98958,                0.99465,                0.82941,                0.99765,                0.98958,                0.99148,                0.78185,                0.02088,               0.054122,                0.04974,             0.00026191,              0.0022186,              0.0022186,              0.0022186
                    395,               0.011743,               0.010453,               0.015366,              0.0002419,                0.99819,                0.98809,                 0.9947,                0.83494,                0.99819,                0.98809,                0.99145,                0.77668,               0.021004,               0.053856,               0.052998,             0.00026129,              0.0021988,              0.0021988,              0.0021988
                    396,               0.012193,               0.010013,               0.015774,             0.00024077,                0.99852,                0.98712,                 0.9947,                0.82998,                0.99852,                0.98712,                0.98945,                0.77194,               0.021083,               0.053801,               0.052563,             0.00026109,               0.002179,               0.002179,               0.002179
                    397,               0.012225,              0.0098748,               0.015841,             0.00023881,                0.99759,                0.98958,                0.99293,                0.82447,                0.99759,                0.98958,                0.99041,                0.77198,               0.021117,               0.053669,               0.051834,             0.00025696,              0.0021592,              0.0021592,              0.0021592
                    398,               0.012076,                0.01075,               0.016163,             0.00024497,                0.99662,                0.98958,                0.99276,                0.82109,                0.99662,                0.98958,                0.99068,                0.77525,               0.021241,               0.055295,               0.050955,             0.00025792,              0.0021394,              0.0021394,              0.0021394
                    399,               0.010849,              0.0097007,               0.015274,             0.00024603,                0.99716,                0.98958,                0.99254,                0.82798,                0.99716,                0.98958,                0.98932,                0.77273,               0.021162,               0.057178,               0.050606,             0.00025517,              0.0021196,              0.0021196,              0.0021196
                    400,               0.011515,               0.010706,               0.014421,             0.00022783,                0.99847,                0.98913,                0.99243,                0.83031,                0.99847,                0.98913,                0.98724,                 0.7731,               0.021116,               0.057885,               0.049587,             0.00024946,              0.0020998,              0.0020998,              0.0020998
                    401,                0.01158,               0.010268,               0.014974,             0.00023653,                0.99879,                0.98781,                0.99276,                0.82914,                0.99879,                0.98781,                0.98941,                0.76761,               0.021095,               0.057758,               0.048611,             0.00023804,                0.00208,                0.00208,                0.00208
                    402,                0.01202,               0.010075,               0.015385,             0.00022523,                0.99912,                0.98891,                0.99302,                0.82868,                0.99912,                0.98891,                0.98956,                 0.7728,                0.02116,               0.057208,               0.048489,             0.00023121,              0.0020602,              0.0020602,              0.0020602
                    403,               0.012291,               0.010752,               0.015109,             0.00021162,                0.99906,                0.98897,                0.99336,                0.82644,                0.99906,                0.98897,                0.98713,                0.77969,               0.021334,               0.057656,               0.049763,             0.00022242,              0.0020404,              0.0020404,              0.0020404
                    404,               0.011797,               0.010008,               0.014888,             0.00020728,                0.99814,                0.98958,                0.99465,                0.82378,                0.99814,                0.98958,                0.98708,                0.77905,               0.021414,                0.05786,               0.050507,              0.0002178,              0.0020206,              0.0020206,              0.0020206
                    405,               0.011986,               0.010431,               0.015405,             0.00020852,                0.99875,                0.98914,                 0.9947,                0.82872,                0.99875,                0.98914,                0.98708,                 0.7806,               0.021122,               0.056581,               0.049891,             0.00021173,              0.0020008,              0.0020008,              0.0020008
                    406,               0.012773,               0.010953,               0.014843,             0.00020809,                0.99867,                0.98728,                 0.9946,                0.82474,                0.99867,                0.98728,                 0.9882,                0.78028,               0.021045,               0.055981,                0.04838,              0.0002099,               0.001981,               0.001981,               0.001981
                    407,               0.011242,               0.010259,                0.01407,              0.0002034,                0.99372,                 0.9838,                0.99435,                0.81886,                0.99536,                0.98958,                0.99134,                0.77859,               0.021123,               0.055676,               0.046774,             0.00020337,              0.0019612,              0.0019612,              0.0019612
                    408,               0.011023,               0.009526,               0.014434,             0.00020197,                0.99857,                0.98825,                0.99436,                0.82385,                0.99857,                0.98825,                0.99117,                0.77792,               0.021314,               0.055613,                 0.0466,             0.00019708,              0.0019414,              0.0019414,              0.0019414
                    409,               0.011925,               0.010597,               0.014691,             0.00020473,                0.99757,                0.98958,                0.99455,                0.82725,                0.99757,                0.98958,                0.99207,                0.77901,               0.021044,               0.056532,               0.045271,             0.00019909,              0.0019216,              0.0019216,              0.0019216
                    410,               0.011518,              0.0097177,               0.014917,             0.00020081,                0.99422,                0.97917,                0.99425,                0.82695,                0.99843,                0.98958,                0.99441,                 0.7794,               0.020934,               0.056743,               0.046183,             0.00019948,              0.0019018,              0.0019018,              0.0019018
                    411,               0.010867,               0.010477,                0.01442,             0.00020422,                0.99321,                0.98292,                0.99401,                 0.8283,                0.99854,                0.98813,                0.99436,                0.77917,               0.020963,               0.056098,               0.046328,             0.00019743,               0.001882,               0.001882,               0.001882
                    412,               0.011415,               0.010174,               0.014434,             0.00020635,                0.99335,                0.98262,                0.99408,                0.83108,                0.99869,                0.98783,                0.99116,                0.77886,                0.02098,               0.056271,               0.048346,             0.00019841,              0.0018622,              0.0018622,              0.0018622
                    413,               0.010971,               0.010243,               0.014216,             0.00021066,                0.99326,                0.98242,                0.99408,                0.82096,                 0.9986,                0.98763,                 0.9912,                0.77475,               0.021387,               0.057612,               0.050304,             0.00019647,              0.0018424,              0.0018424,              0.0018424
                    414,               0.011309,              0.0097635,                0.01417,             0.00020083,                0.99328,                0.98244,                0.99408,                0.82475,                0.99865,                 0.9876,                0.98694,                0.77694,               0.021432,               0.058228,               0.052685,              0.0001978,              0.0018226,              0.0018226,              0.0018226
                    415,               0.011288,               0.010431,               0.014108,             0.00020466,                0.99306,                0.98221,                0.99073,                 0.8244,                 0.9984,                0.98742,                0.98715,                0.78187,               0.021601,               0.058585,               0.052357,             0.00020248,              0.0018028,              0.0018028,              0.0018028
                    416,               0.011488,              0.0097548,               0.013881,             0.00019736,                0.99116,                0.97917,                0.99016,                0.82362,                0.99651,                0.98438,                0.98712,                0.78134,               0.021594,               0.058243,               0.051588,             0.00020578,               0.001783,               0.001783,               0.001783
                    417,               0.010548,              0.0097271,               0.013813,              0.0001994,                0.98957,                0.97917,                0.99065,                0.82769,                 0.9949,                0.98438,                0.98932,                0.78138,               0.021477,               0.056606,               0.049816,             0.00021081,              0.0017632,              0.0017632,              0.0017632
                    418,               0.010567,              0.0094871,               0.014209,             0.00019866,                0.98667,                0.98284,                0.99399,                0.83911,                0.99198,                  0.988,                0.99119,                0.78422,               0.021398,               0.055666,               0.049337,             0.00021244,              0.0017434,              0.0017434,              0.0017434
                    419,               0.010466,              0.0094433,               0.013858,             0.00020078,                0.98854,                0.98059,                0.99189,                0.83404,                0.99344,                0.98701,                 0.9889,                0.78496,               0.021593,               0.054725,               0.047728,             0.00021989,              0.0017236,              0.0017236,              0.0017236
                    420,               0.010561,              0.0092635,                0.01275,             0.00021005,                0.99387,                0.98156,                0.99184,                0.83359,                0.99048,                0.98958,                0.98875,                0.78204,                0.02174,               0.054167,               0.046999,             0.00022429,              0.0017038,              0.0017038,              0.0017038
                    421,               0.010494,               0.010208,               0.013248,             0.00020105,                0.99417,                0.98228,                0.99181,                0.83834,                0.99149,                0.98958,                0.98861,                0.78066,               0.021669,                0.05387,               0.046991,              0.0002212,               0.001684,               0.001684,               0.001684
                    422,               0.011351,              0.0097979,               0.013778,             0.00019575,                0.99426,                0.98265,                0.99186,                0.83687,                0.99188,                0.98958,                0.98871,                   0.78,               0.021633,               0.053371,               0.048267,             0.00021687,              0.0016642,              0.0016642,              0.0016642
                    423,               0.010751,               0.010045,               0.012655,             0.00019017,                0.98854,                0.98359,                0.99187,                0.83564,                0.99185,                0.98958,                0.98871,                0.77397,               0.021786,               0.052822,               0.047808,             0.00021911,              0.0016444,              0.0016444,              0.0016444
                    424,               0.011067,               0.010118,               0.014482,             0.00018832,                0.98822,                0.98438,                0.99152,                0.83194,                0.99228,                0.98958,                 0.9884,                0.77717,                0.02184,               0.052555,               0.047331,              0.0002226,              0.0016246,              0.0016246,              0.0016246
                    425,               0.011156,               0.010363,               0.014109,             0.00019813,                0.98951,                0.97917,                0.99132,                0.83538,                0.99223,                0.98958,                0.98819,                0.77815,               0.021794,               0.053266,               0.046726,             0.00022333,              0.0016048,              0.0016048,              0.0016048
                    426,               0.010987,              0.0097367,               0.013774,             0.00018612,                0.98918,                0.97983,                0.99127,                0.83307,                 0.9925,                0.98958,                0.98825,                0.77885,               0.021542,                0.05345,               0.045757,             0.00022055,               0.001585,               0.001585,               0.001585
                    427,               0.010875,               0.010279,               0.015136,             0.00018758,                 0.9946,                0.97917,                0.99126,                0.83835,                 0.9934,                0.98958,                0.99193,                0.77681,               0.021295,               0.053414,               0.046715,             0.00021297,              0.0015652,              0.0015652,              0.0015652
                    428,               0.011055,               0.010346,               0.013967,               0.000185,                0.99955,                0.98352,                 0.9945,                0.83866,                0.99681,                0.98958,                0.99125,                0.77044,               0.021158,               0.053368,                0.04635,             0.00020713,              0.0015454,              0.0015454,              0.0015454
                    429,                0.01052,              0.0098181,               0.013468,             0.00017692,                 0.9974,                0.98438,                 0.9944,                0.83811,                0.99678,                0.98958,                0.99127,                 0.7769,               0.020912,               0.052393,               0.046537,                 0.0002,              0.0015256,              0.0015256,              0.0015256
                    430,                 0.0104,               0.010063,                0.01286,             0.00017492,                0.99338,                0.98438,                0.99425,                0.84429,                0.99745,                0.98958,                0.99123,                0.78304,               0.020971,               0.051961,               0.046896,              0.0001969,              0.0015058,              0.0015058,              0.0015058
                    431,               0.010283,               0.009524,                0.01337,             0.00017828,                0.99288,                0.98438,                0.99407,                0.83948,                0.99819,                0.98958,                0.99127,                0.78479,               0.021114,               0.052401,               0.047205,             0.00019721,               0.001486,               0.001486,               0.001486
                    432,               0.011406,              0.0099113,               0.014911,             0.00016194,                0.99362,                 0.9843,                0.99339,                0.83824,                0.99894,                0.98951,                0.99117,                 0.7752,               0.021221,               0.052979,                0.04818,             0.00019654,              0.0014662,              0.0014662,              0.0014662
                    433,               0.010626,              0.0099173,               0.015219,             0.00015748,                0.99318,                0.98327,                0.99255,                0.83838,                0.99851,                0.98847,                0.99138,                0.77967,               0.021551,               0.053682,               0.049398,             0.00019537,              0.0014464,              0.0014464,              0.0014464
                    434,                0.01063,              0.0095282,               0.013401,             0.00016054,                0.99287,                0.98309,                0.99259,                0.83782,                 0.9982,                 0.9883,                0.98744,                0.78642,                0.02165,               0.053794,               0.050287,             0.00019513,              0.0014266,              0.0014266,              0.0014266
                    435,               0.010904,              0.0099491,               0.013835,             0.00015935,                0.99208,                0.98291,                0.99294,                0.84123,                0.99742,                0.98812,                0.98757,                0.78965,               0.021524,               0.054409,               0.053076,             0.00019362,              0.0014068,              0.0014068,              0.0014068
                    436,                0.01025,               0.009278,               0.012403,             0.00016403,                0.99312,                0.98113,                0.99399,                0.84153,                0.99856,                0.98626,                0.99144,                0.78751,               0.021311,               0.054551,               0.054041,             0.00018605,               0.001387,               0.001387,               0.001387
                    437,               0.010547,               0.010404,               0.013866,              0.0001569,                0.99326,                0.98055,                0.99399,                0.84028,                0.99862,                0.98576,                0.99137,                0.78135,               0.021424,               0.054869,               0.055246,             0.00018075,              0.0013672,              0.0013672,              0.0013672
                    438,               0.010276,               0.009575,               0.013852,             0.00015246,                0.99323,                0.98064,                0.99413,                0.84233,                0.99859,                0.98585,                0.99134,                0.78329,               0.021633,               0.055358,                0.05596,             0.00018314,              0.0013474,              0.0013474,              0.0013474
                    439,              0.0094656,              0.0089813,               0.011804,             0.00015049,                 0.9931,                0.98112,                0.99403,                 0.8366,                0.99845,                0.98632,                0.99129,                0.78796,                0.02163,               0.054787,               0.055531,             0.00017735,              0.0013276,              0.0013276,              0.0013276
                    440,               0.010743,              0.0097284,                0.01495,             0.00014924,                  0.993,                0.98099,                0.99404,                0.83896,                0.99835,                 0.9862,                 0.9945,                0.78572,               0.021693,               0.053895,               0.052593,             0.00017444,              0.0013078,              0.0013078,              0.0013078
                    441,               0.010432,              0.0099783,               0.013639,             0.00014744,                0.99242,                0.97917,                0.99108,                0.83833,                0.99778,                0.98438,                 0.9917,                0.77899,               0.021373,               0.053107,               0.048502,             0.00017155,               0.001288,               0.001288,               0.001288
                    442,               0.010927,              0.0098681,               0.014502,             0.00016169,                0.99293,                0.98057,                0.99103,                0.84012,                0.99829,                0.98578,                0.99171,                0.78094,               0.021223,               0.052665,               0.046846,             0.00016974,              0.0012682,              0.0012682,              0.0012682
                    443,               0.010429,                0.01001,               0.013332,             0.00014136,                0.99282,                0.98112,                0.99122,                0.83562,                0.99818,                0.98633,                0.99185,                 0.7822,               0.020957,               0.052919,               0.046322,             0.00016404,              0.0012484,              0.0012484,              0.0012484
                    444,               0.010176,              0.0096336,               0.013418,             0.00014364,                0.99279,                0.98139,                0.99408,                0.83852,                0.99818,                0.98657,                 0.9946,                0.78115,               0.020913,               0.053906,               0.048124,              0.0001605,              0.0012286,              0.0012286,              0.0012286
                    445,               0.010287,               0.009718,               0.013826,             0.00014124,                0.99291,                0.98141,                0.99413,                0.83614,                0.99826,                0.98661,                0.99465,                0.78174,               0.020712,               0.054415,               0.048412,             0.00015781,              0.0012088,              0.0012088,              0.0012088
                    446,              0.0099126,               0.009705,               0.013731,             0.00013813,                0.99311,                0.98077,                0.99148,                0.83619,                0.99847,                0.98598,                0.99214,                0.78304,               0.020607,                0.05421,                0.04587,             0.00015562,               0.001189,               0.001189,               0.001189
                    447,                0.01003,              0.0096222,               0.013896,             0.00013611,                0.99266,                0.97917,                 0.9913,                0.83864,                0.99802,                0.98438,                0.99208,                0.78228,               0.020688,                0.05448,               0.045761,             0.00015329,              0.0011692,              0.0011692,              0.0011692
                    448,              0.0095336,              0.0090038,                0.01248,             0.00013964,                0.99257,                0.97917,                0.99133,                0.83669,                0.99793,                0.98438,                0.99201,                0.78258,               0.020893,               0.054634,               0.044901,             0.00015443,              0.0011494,              0.0011494,              0.0011494
                    449,              0.0099158,               0.009756,               0.013591,             0.00013664,                0.99255,                0.97917,                0.99106,                0.83804,                0.99791,                0.98438,                0.99179,                0.78559,               0.020929,                0.05393,               0.043516,             0.00015932,              0.0011296,              0.0011296,              0.0011296
                    450,              0.0097534,              0.0099838,               0.013319,             0.00013445,                0.99258,                0.97917,                0.99109,                0.83872,                0.99794,                0.98438,                0.99181,                0.78387,               0.021131,               0.053635,               0.044439,             0.00016086,              0.0011098,              0.0011098,              0.0011098
                    451,              0.0096048,              0.0097384,               0.012903,             0.00013042,                0.99263,                0.97917,                0.99127,                0.83659,                0.99799,                0.98438,                 0.9919,                0.78604,               0.021118,               0.053734,               0.045286,             0.00016127,                0.00109,                0.00109,                0.00109
                    452,              0.0097244,              0.0097191,               0.012997,             0.00013397,                0.99261,                0.97917,                0.99138,                0.83678,                0.99798,                0.98438,                0.99185,                0.78227,               0.021097,               0.053884,               0.046152,             0.00015675,              0.0010702,              0.0010702,              0.0010702
                    453,              0.0099999,              0.0095333,               0.012496,             0.00013039,                0.99314,                0.98136,                0.99168,                0.83776,                 0.9985,                0.98657,                0.99205,                0.78134,               0.020957,               0.053457,               0.046919,                0.00015,              0.0010504,              0.0010504,              0.0010504
                    454,              0.0095598,              0.0093131,               0.012497,             0.00013167,                0.99311,                0.98129,                0.99179,                0.83768,                0.99846,                 0.9865,                 0.9921,                0.78197,               0.020925,               0.053079,               0.046535,             0.00014778,              0.0010306,              0.0010306,              0.0010306
                    455,              0.0096436,              0.0093822,               0.013315,             0.00012493,                0.99313,                0.98106,                0.99217,                0.83602,                0.99849,                0.98627,                 0.9947,                 0.7821,               0.020822,               0.053218,               0.047155,             0.00014486,              0.0010108,              0.0010108,              0.0010108
                    456,                0.01006,              0.0098357,               0.013262,             0.00012259,                0.99316,                0.98102,                0.99186,                0.83773,                0.99851,                0.98623,                0.99207,                0.77948,                0.02099,               0.053133,               0.046597,             0.00014582,               0.000991,               0.000991,               0.000991
                    457,              0.0099324,              0.0096995,               0.012999,              0.0001256,                0.99318,                 0.9811,                0.99162,                0.83677,                0.99854,                0.98631,                0.99183,                0.77444,               0.021176,               0.053477,               0.046431,             0.00014576,              0.0009712,              0.0009712,              0.0009712
                    458,              0.0090498,              0.0093948,               0.012726,              0.0001242,                0.99319,                0.98123,                0.99151,                 0.8355,                0.99857,                0.98641,                0.98843,                0.77961,               0.021128,               0.053591,               0.045689,             0.00014515,              0.0009514,              0.0009514,              0.0009514
                    459,              0.0098162,              0.0095472,               0.013138,             0.00012419,                0.99323,                0.98113,                0.99147,                0.83516,                0.99859,                0.98634,                0.98872,                0.78251,               0.020917,                0.05383,                0.04541,             0.00014111,              0.0009316,              0.0009316,              0.0009316
                    460,               0.009579,              0.0097798,               0.012614,              0.0001231,                0.99326,                0.98092,                0.99149,                 0.8305,                0.99862,                0.98613,                0.98883,                0.78485,               0.020643,               0.053994,                0.04528,             0.00013803,              0.0009118,              0.0009118,              0.0009118
                    461,              0.0093213,               0.010089,               0.013445,             0.00011946,                0.99331,                0.98069,                0.99164,                0.83317,                0.99867,                 0.9859,                0.99147,                0.78442,               0.020488,               0.053738,               0.045462,             0.00013312,               0.000892,               0.000892,               0.000892
                    462,               0.010283,               0.009924,               0.014778,             0.00011687,                0.99332,                0.98062,                0.99399,                0.83607,                0.99868,                0.98583,                0.99152,                0.78437,               0.020405,               0.053836,               0.045986,             0.00013202,              0.0008722,              0.0008722,              0.0008722
                    463,              0.0095231,               0.009728,               0.012283,             0.00011489,                0.99332,                0.98053,                0.99198,                0.83818,                0.99868,                0.98574,                0.99161,                0.77994,               0.020508,               0.053777,               0.046019,             0.00012994,              0.0008524,              0.0008524,              0.0008524
                    464,              0.0095364,              0.0094311,               0.013534,             0.00010967,                0.99332,                0.98053,                0.99189,                0.83937,                0.99868,                0.98573,                0.99152,                 0.7819,               0.020589,               0.053773,               0.046064,             0.00012913,              0.0008326,              0.0008326,              0.0008326
                    465,              0.0097653,              0.0095691,               0.012583,             0.00011146,                0.99324,                0.98076,                0.99174,                0.83524,                 0.9986,                0.98597,                0.98926,                0.77901,               0.020797,               0.053248,               0.046093,             0.00012839,              0.0008128,              0.0008128,              0.0008128
                    466,               0.008953,              0.0092621,               0.012216,             0.00010875,                 0.9932,                0.98075,                0.99183,                0.83556,                0.99856,                0.98596,                0.98921,                0.77806,               0.020941,               0.053284,               0.046423,             0.00012851,               0.000793,               0.000793,               0.000793
                    467,               0.009052,              0.0090134,               0.011314,             0.00010604,                0.99312,                0.98051,                0.99168,                0.83445,                0.99851,                 0.9857,                  0.989,                0.77869,               0.021082,               0.053335,               0.045742,             0.00013003,              0.0007732,              0.0007732,              0.0007732
                    468,              0.0094005,              0.0096858,               0.012092,             0.00010843,                0.99309,                0.98052,                0.99175,                0.83586,                0.99848,                0.98571,                0.98904,                0.77878,               0.021045,               0.053312,               0.045731,             0.00012993,              0.0007534,              0.0007534,              0.0007534
                    469,              0.0097773,              0.0098555,               0.012813,             0.00011199,                0.99313,                0.98051,                0.99183,                0.83749,                0.99849,                0.98572,                0.98901,                0.78644,               0.021071,               0.053205,               0.045288,              0.0001289,              0.0007336,              0.0007336,              0.0007336
                    470,              0.0091253,              0.0093316,               0.012202,              0.0001025,                0.99315,                0.98052,                0.99381,                0.84242,                0.99851,                0.98573,                  0.989,                0.78542,               0.021128,                0.05299,               0.044991,             0.00012994,              0.0007138,              0.0007138,              0.0007138
                    471,              0.0093308,              0.0094809,               0.012354,             0.00010438,                0.99319,                0.98055,                0.99116,                0.83976,                0.99858,                0.98574,                0.98856,                 0.7884,               0.021187,               0.052682,               0.043846,              0.0001314,               0.000694,               0.000694,               0.000694
                    472,              0.0096783,              0.0095093,               0.012459,             0.00010242,                0.99322,                 0.9806,                0.99119,                0.83854,                0.99858,                 0.9858,                0.98856,                0.78719,               0.021258,               0.052835,               0.043739,             0.00013049,              0.0006742,              0.0006742,              0.0006742
                    473,              0.0088524,              0.0092862,               0.011938,             9.9095e-05,                0.99326,                0.98058,                0.99107,                0.83818,                0.99862,                0.98579,                0.98854,                0.78748,                0.02127,               0.053353,               0.043436,             0.00012571,              0.0006544,              0.0006544,              0.0006544
                    474,              0.0084166,              0.0087291,               0.011236,              9.987e-05,                0.99323,                0.98071,                0.99088,                0.83692,                0.99859,                0.98591,                0.98847,                0.78858,               0.021367,               0.053706,               0.043003,             0.00012525,              0.0006346,              0.0006346,              0.0006346
                    475,              0.0088224,              0.0087851,               0.012396,             0.00010008,                0.99321,                0.98084,                0.99085,                  0.835,                 0.9986,                0.98602,                0.98843,                0.78942,               0.021344,               0.053824,               0.043125,             0.00012276,              0.0006148,              0.0006148,              0.0006148
                    476,              0.0099477,              0.0094763,               0.014329,             9.0564e-05,                0.99324,                0.98084,                0.99103,                0.83349,                 0.9986,                0.98605,                 0.9885,                0.78676,               0.021249,               0.053976,               0.043762,             0.00011824,               0.000595,               0.000595,               0.000595
                    477,              0.0091279,              0.0091646,               0.011676,              9.309e-05,                0.99327,                0.98092,                0.99389,                0.83415,                0.99863,                0.98613,                0.99131,                0.78369,               0.021089,               0.054419,               0.044937,             0.00011047,              0.0005752,              0.0005752,              0.0005752
                    478,              0.0090395,              0.0094062,               0.012826,             9.6529e-05,                0.99122,                0.98304,                0.99389,                0.83385,                 0.9968,                0.98801,                0.98736,                0.78675,               0.020993,                0.05452,               0.044956,             0.00010839,              0.0005554,              0.0005554,              0.0005554
                    479,              0.0093953,              0.0097938,                0.01359,             9.1115e-05,                0.99158,                 0.9831,                0.99394,                0.83575,                0.99694,                0.98827,                0.98922,                0.79112,               0.020741,               0.054696,               0.045414,             0.00010337,              0.0005356,              0.0005356,              0.0005356
                    480,              0.0094068,              0.0090641,               0.012036,             8.8025e-05,                0.99166,                0.98306,                 0.9938,                0.84268,                  0.997,                0.98827,                0.99139,                0.78809,               0.020474,               0.054575,               0.045527,             0.00010108,              0.0005158,              0.0005158,              0.0005158
                    481,               0.008721,              0.0093723,               0.011474,             8.9269e-05,                  0.992,                0.98289,                0.99363,                0.84212,                0.99733,                 0.9881,                0.99127,                0.78719,               0.020395,               0.054346,               0.045462,             9.9057e-05,               0.000496,               0.000496,               0.000496
                    482,              0.0084601,              0.0090028,               0.011639,             9.3425e-05,                0.99183,                0.98302,                  0.994,                0.84573,                 0.9972,                 0.9882,                0.98728,                0.78752,               0.020378,               0.053965,               0.045601,             9.8604e-05,              0.0004762,              0.0004762,              0.0004762
